FlowCell	ClusterDensity	PerClustersPF	ReadsPF_M	TotalYield_GB	PerGtQ30	PerReadsIdentified	IndexingCV
000000000-BKRCT	1159	89.82	19.58	10.06	84.05	97.68	0.28

